Title,Article Id,Date,Category,Has Audio,Summary,URL
Security vacuum in the Sahel leaves Timbuktu blockaded by Islamist militants,1204802882,"October 10, 2023",News,True,The ancient city of Timbuktu in Mali is suffering under a months long blockade by Islamist militants as instability grows in the region. (,https://www.npr.org/2023/10/10/1204802882/security-vacuum-in-the-sahel-leaves-timbuktu-blockaded-by-islamist-militants
"Sudan's war passed 6 months, with much of the world consumed by other conflicts",1206104009,"October 21, 2023",News,True,"A man stands by as a fire rages in a livestock market area in al-Fasher, the capital of Sudan's North Darfur state, on Sept. 1, in the aftermath of bombardment by the paramilitary Rapid Support Forces (RSF).",https://www.npr.org/2023/10/21/1206104009/sudan-war
South American leaders are confronting Israel over its offensive in Gaza,1209973578,"November 1, 2023",News,False,"Palestinians conduct a search and rescue operation after the second bombardment by the Israeli army in the last 24 hours at Jabalia refugee camp in Gaza City, Gaza, on Wednesday.",https://www.npr.org/2023/11/01/1209973578/israel-hamas-gaza-south-america
Sudanese American rapper Bas on using music to cope with the brutal conflict in Sudan,1212389386,"November 14, 2023",News,True,Sudanese American rapper Bas in Khartoum during more peaceful times.,https://www.npr.org/2023/11/10/1212389386/sudanese-american-rapper-bas-on-using-music-to-cope-with-the-brutal-conflict-in-
What if you had dementia — and didn't know it?,1207971657,"October 25, 2023",News,True,"Joyce Mutisya, 71, outside her home in Wote, Kenya. For years she's struggled with symptoms of dementia. But she didn't realize it was a condition for which she could seek professional help.",https://www.npr.org/sections/goatsandsoda/2023/10/25/1207971657/facing-dementia-without-a-diagnosis-is-crushing-a-new-program-in-kenya-offers-he
The U.K. Supreme Court has struck down a plan to send asylum-seekers to Rwanda,1213147180,"November 15, 2023",News,False,Protesters stand outside the Supreme Court in London on Wednesday.,https://www.npr.org/2023/11/15/1213147180/uk-supreme-court-rwanda-asylum-policy-sunak
"More than 800 Sudanese reportedly killed in an attack on a Darfur town, the U.N. says",1212524625,"November 12, 2023",News,False,"CAIRO — Fighters from a paramilitary force and their allied Arab militias rampaged through a town in Sudan's war-ravaged region of Darfur, reportedly killing more than 800 people in a multiday attack, doctors and the U.N. said.",https://www.npr.org/2023/11/12/1212524625/more-than-800-sudanese-reportedly-killed-in-an-attack-on-a-darfur-town-the-un-sa
"Oscar Pistorius, Paralympian convicted of murder, to be released on parole",1215084865,"November 24, 2023",News,False,"Paralympian athlete Oscar Pistorius, accused of the murder of his girlfriend Reeva Steenkamp, arriving at a court in Pretoria, South Africa, for a hearing in July 2016. The athlete will be released for parole in January.",https://www.npr.org/2023/11/24/1215084865/oscar-pistorius-parole
"8 portraits that capture the working class of Monterrey, Mexico, through its cantinas",1206450554,"November 7, 2023",News,False,,https://www.npr.org/sections/pictureshow/2023/11/07/1206450554/8-portraits-that-capture-the-working-class-of-monterrey-mexico-through-its-canti
'Coup' by lawfare: Guatemalan president-elect on attempts to keep him from power,1212635508,"November 13, 2023",News,True,"The president-elect of Guatemala, Bernardo Arévalo, visits the NPR offices during a trip to Washington, D.C. Guatemala's electoral authorities recently suspended his party to try to keep him from taking office.",https://www.npr.org/2023/11/13/1212635508/guatemala-president-elect-bernardo-arevalo-interview
Thousands in Mexico demand justice for LGBTQ+ figure found dead after death threats,1212836187,"November 14, 2023",News,False,"Demonstrators march with a picture of Aguascalientes state electoral court magistrate Jesus Ociel Baena in Mexico City, Monday, Nov. 13, 2023.",https://www.npr.org/2023/11/14/1212836187/thousands-in-mexico-demand-justice-for-lgbtq-figure-found-dead-after-death-threa
Curfew declared in Sierra Leone after gunmen attacked its main military barracks,1215245280,"November 26, 2023",News,True,"Julius Maada Bio, President of Sierra Leone, speaks at the start of the Transforming Education Summit at the United Nations headquarters, in September 2022. Bio declared a nationwide curfew after gunmen attacked the West African country's main military barracks in the capital.",https://www.npr.org/2023/11/26/1215245280/curfew-declared-in-sierra-leone-after-gunmen-attacked-its-main-military-barracks
"In tight election race, Argentina to choose between far-right and Peronist candidates",1213486692,"November 18, 2023",News,False,"Against a backdrop of an Argentine flag, supporters of presidential candidate for La Libertad Avanza Alliance, Javier Milei, record with their mobile phones as he speaks during a campaign appearance.",https://www.npr.org/2023/11/18/1213486692/argentina-president-election-javier-milei
Guatemalan prosecutors pursue plans to press charges against the president-elect ,1213623926,"November 16, 2023",News,True,Guatemala's President-elect Bernardo ArÃÂ©valo leaves at the end of a press conference in the Plaza of Human Rights in Guatemala City after Guatemalan prosecutors announced they would seek to strip ArÃÂ©valo and several members of his party of their immunity from prosecution.,https://www.npr.org/2023/11/16/1213623926/guatemalan-prosecutors-pursue-plans-to-press-charges-against-the-president-elect
These were NPR.org's biggest international stories in 2023,1216262441,"December 5, 2023",News,False,"Two major conflicts dominated NPR's international coverage over the past year: Hamas' attack on Israel and Israel's fierce response against the Palestinian militant organization; and the war in Ukraine, which is nearing its second anniversary with no clear outcome in sight.",https://www.npr.org/2023/12/05/1216262441/top-international-stories-2023
Venezuelans approve referendum to claim territory in neighboring Guyana,1216832467,"December 3, 2023",News,True,"Venezuela's President Nicolas Maduro leaves after giving a speech during the closing campaign on Venezuela Referendum on dispute territory with Guyana in Caracas, Venezuela, Friday, Dec. 1, 2023.",https://www.npr.org/2023/12/03/1216832467/venezuelans-to-vote-in-referendum-over-large-territory-under-dispute-with-guyana
Waiting for water: It's everywhere in this Colombian city — except in the pipes,1216561130,"December 3, 2023",News,False,"In La Paz, a low-income neighborhood on the outskirts of Santa Marta, Colombia, water service from the local utility can be erratic or nonexistent. Pictured: Neighborhood kids stand next to a rain barrel positioned under a corrugated roof.",https://www.npr.org/sections/goatsandsoda/2023/12/03/1216561130/colombia-water-scarcity
Bringing up a baby can be a tough and lonely job. Here's a solution: alloparents,1216043849,"December 1, 2023",News,True,"A child from the Mbendjele people, a hunter-gatherer community that lives in the northern rainforests of the Republic of Congo. A new study found that children in this society have on average 8 caregivers in addition to the mother to provide hands-on attention.",https://www.npr.org/sections/goatsandsoda/2023/12/01/1216043849/bringing-up-a-baby-can-be-a-tough-and-lonely-job-heres-a-solution-alloparents
"Youngbloods, Brass: Giveton Gelin, Kalia Vandever and Summer Camargo",1208571990,2023-10-26,Music,False,"The three brass artists featured in our Youngbloods series — trumpeters Giveton Gelin and Summer Camargo, along with trombonist Kalia Vandever — infuse new energy into today's jazz scene.",https://www.npr.org/2023/10/26/1208571990/youngbloods-brass-giveton-gelin-kalia-vandever-summer-camargo
"Youngbloods, Vibes: Joel Ross, Sasha Berliner and Simon Moullier",1202016106,2023-09-28,Music,False,"Youngbloods 2023: Joel Ross, Simon Moullier, Sasha Berliner",https://www.npr.org/2023/09/28/1202016106/youngbloods-vibes-joel-ross-sasha-berliner-and-simon-moullier
Youngbloods: Saxophonist Immanuel Wilkins,1125891714,2022-09-29,Music,False,"We close out our Youngbloods series with saxophonist and composer Immanuel Wilkins, who takes us into the relationship between his faith and his compositions.",https://www.npr.org/2022/09/29/1125891714/youngbloods-saxophonist-immanuel-wilkins
"For pianist Sean Mason, it's about the melody and the dance",1124299403,2022-09-22,Music,False,"talks to pianist and composer Sean Mason about his musical journey from North Carolina to New York, and how the South never really left his music.",https://www.npr.org/2022/09/22/1124299403/youngbloods-pianist-sean-mason
Youngbloods: Saxophonist Sarah Hanahan,1123070499,2022-09-15,Music,False,"Meet Sarah Hanahan, a rising star on alto saxophone",https://www.npr.org/2022/09/15/1123070499/youngbloods-saxophonist-sarah-hanahan
Malcolm X arrives — finally — at New York's Metropolitan Opera,1210208373,"November 3, 2023",Music,True,Baritone Will Liverman stars in,https://www.npr.org/2023/11/03/1210208373/malcolm-x-opera
Youngbloods: Pianist Isaiah J. Thompson,1121304967,2022-09-08,Music,False,spotlights a young musician and composer who is wise beyond his years. Hear Isaiah J. Thompson's story and his unquestionable gift at the keys.,https://www.npr.org/2022/09/08/1121304967/youngbloods-pianist-isaiah-j-thompson
From gospel to TikTok to vocal big shot: the rise of Samara Joy,1120510604,2022-09-01,Music,False,"puts the spotlight on Samara Joy, a young vocalist and songwriter who is taking cues from the past to create music that is both classic and contemporary.",https://www.npr.org/2022/09/01/1120510604/youngbloods-vocalist-samara-joy
Silvana Estrada moves from fear to defiance in Latin Grammy-nominated 'Si Me Matan',1213194401,"November 16, 2023",News,True,Silvana Estrada performs onstage at 2022 Best New Artist Showcase during the 23rd annual Latin Grammy Awards in Las Vegas.,https://www.npr.org/2023/11/16/1213194401/silvana-estrada-si-me-matan-latin-grammy
"PinkPantheress, IRL",1211350765,"November 8, 2023",Music,False,"On a September night in Brooklyn, the English artist",https://www.npr.org/2023/11/08/1211350765/pinkpantheress-heaven-knows-profile
"2024 Grammy Nominations: A guide to the best, worst and most surprising nominees",1212359752,"November 10, 2023",Music,False,"Billie Eilish is nominated for six Grammys at the 2024 awards ceremony. Five of those nominations are for her song ""What Was I Made For,"" from the soundtrack to the film",https://www.npr.org/2023/11/10/1212359752/2024-grammy-nominations
